group,granularity,payload,packets,jitter_ns,loss,skew_ns,single_path,key_window,seek_cap,replay_window,seed,warmup,ppf,spacing_ns,delivered,lost_packets,lost_a,lost_b,wins_a,wins_b,duplicates_dropped,reordered,lateness_p50,lateness_p99,lateness_p999,lateness_max,gaps,max_gap,decrypted,drops_behind,drops_seek_cap,drops_replay,drops_auth,cache_hits,installs,catchup_steps,max_catchup,keying_loss,undecrypted_rate,wire_len,measured_calls,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,gbps,warmup_calls,warmup_mean_ns,advance_n,advance_mean_ns,current_n,current_mean_ns,straggler_n,straggler_mean_ns
payload,packet,800,1000000,0,0,0,true,512,4096,512,1,50000,6480,2572.01646090535,1000000,0,0,0,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000,1000000,1,0,0,828,950000,1059.1758726315788,1042,1375,2292,1259917,6.253918892187677,50000,1046.23254,950000,1059.1758726315788,0,,0,
payload,packet,800,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,6480,2572.01646090535,1000000,0,11,10,999989,11,999979,707145,5,17,18,71,226468,16,1000000,0,0,0,0,707145,1000000,1000000,17,0,0,828,950000,1012.5530642105264,583,4042,5583,223834,6.541879368233053,50000,1007.87614,278260,2087.0459642061383,0,,671740,567.4576487926877
payload,packet,1024,1000000,0,0,0,true,512,4096,512,1,50000,5062,3292.5062557618858,1000000,0,0,0,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000,1000000,1,0,0,1052,950000,1080.080047368421,1083,1250,2334,207625,7.79201506453647,50000,1068.1083,950000,1080.080047368421,0,,0,
payload,packet,1024,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,5062,3292.5062557618858,1000000,0,11,10,999989,11,999979,667459,3,13,14,54,244953,13,1000000,0,0,0,0,667459,1000000,1000000,14,0,0,1052,950000,1046.558977894737,625,3792,4917,3615000,8.041591709365168,50000,1034.60252,315957,1947.9889225432576,0,,634043,597.3574237078558
payload,packet,1200,1000000,0,0,0,true,512,4096,512,1,50000,4320,3858.0246913580245,1000000,0,0,0,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000,1000000,1,0,0,1228,950000,1098.2710547368422,1083,1250,2334,380375,8.944968509940324,50000,1096.75468,950000,1098.2710547368422,0,,0,
payload,packet,1200,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,4320,3858.0246913580245,1000000,0,11,10,999989,11,999979,639076,2,11,12,49,256263,11,1000000,0,0,0,0,639076,1000000,1000000,12,0,0,1228,950000,1064.8587273684211,625,3625,4584,2286209,9.22563692958407,50000,1056.40426,342891,1862.6095027282722,0,,607109,614.2945599554611
payload,packet,1424,1000000,0,0,0,true,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,0,0,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000,1000000,1,0,0,1452,950000,1125.0227789473684,1125,1458,2417,791375,10.325124270700147,50000,1125.48724,950000,1125.0227789473684,0,,0,
payload,packet,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,605713,1000000,1000000,10,0,0,1452,950000,1093.3124936842105,667,3292,4125,1719250,10.624592755596128,50000,1085.82054,374672,1785.7315064910108,0,,575328,642.3870800656322
payload,packet,2048,1000000,0,0,0,true,512,4096,512,1,50000,2531,6585.0125115237715,1000000,0,0,0,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000,1000000,1,0,0,2076,950000,1184.8007863157895,1167,1542,2667,279875,14.017546402584346,50000,1174.3579,950000,1184.8007863157895,0,,0,
payload,packet,2048,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,2531,6585.0125115237715,1000000,0,11,10,999989,11,999979,523640,1,6,7,27,282712,7,1000000,0,0,0,0,523640,1000000,1000000,8,0,0,2076,950000,1164.0298505263158,750,2958,3708,3347792,14.267675345688684,50000,1210.30068,452696,1663.3624109777863,0,,497304,709.4872512587874
payload,packet,4096,1000000,0,0,0,true,512,4096,512,1,50000,1265,13175.230566534914,1000000,0,0,0,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000,1000000,1,0,0,4124,950000,1394.8873063157894,1375,1542,3208,499417,23.652089921973182,50000,1386.71686,950000,1394.8873063157894,0,,0,
payload,packet,4096,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,1265,13175.230566534914,1000000,0,11,10,999989,11,999979,322629,0,3,3,13,252590,4,1000000,0,0,0,0,322629,1000000,1000000,5,0,0,4124,950000,1383.826292631579,1375,2375,3292,1227792,23.841142617156198,50000,1374.15048,643610,1603.4225788909432,0,,306390,922.5371976892196
payload,packet,8924,1000000,0,0,0,true,512,4096,512,1,50000,580,28735.632183908045,1000000,0,0,0,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000,1000000,1,0,0,8952,950000,1907.9717884210527,1875,2166,4667,2114917,37.53514618749474,50000,1892.5402,950000,1907.9717884210527,0,,0,
payload,packet,8924,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,580,28735.632183908045,1000000,0,11,10,999989,11,999979,90561,0,1,1,6,90560,2,1000000,0,0,0,0,90561,1000000,1000000,3,0,0,8952,950000,1914.7231094736842,1875,2500,4833,979458,37.40279711758724,50000,1907.95384,863942,1961.5873195191343,0,,86058,1444.250180111088
k_packet,packet,1424,1000000,50000,0.00001,150000,false,1,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,394287,605713,0,0,0,0,394287,1000000,10,0.605713,0.605713,1452,374672,1760.923319596874,1542,3583,4375,56750,6.596539367006189,19615,1797.020851389243,374672,1760.923319596874,0,,0,
k_packet,packet,1424,1000000,50000,0.00001,150000,false,2,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,485986,514014,0,0,0,91699,485986,1000000,10,0.514014,0.514014,1452,461810,1553.9113618154652,1541,3583,4375,19083,7.47532985821585,24176,1604.814402713435,374672,1762.0313847845582,0,,87138,659.0463747159678
k_packet,packet,1424,1000000,50000,0.00001,150000,false,3,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,577187,422813,0,0,0,182900,577187,1000000,10,0.422813,0.422813,1452,548428,1421.9943493038284,1167,3583,4417,71208,8.168808832248098,28759,1439.4133314788414,374672,1775.0666422897896,0,,173756,660.6606275466746
k_packet,packet,1424,1000000,50000,0.00001,150000,false,4,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,667557,332443,0,0,0,273270,667557,1000000,10,0.332443,0.332443,1452,634349,1318.7363359917017,1125,3542,4375,377750,8.808432499332524,33208,1312.7528005299928,374672,1776.8196609300935,0,,259677,657.7960312234045
k_packet,packet,1424,1000000,50000,0.00001,150000,false,8,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,949914,50086,0,0,0,555627,949914,1000000,10,0.050086,0.050086,1452,902455,1121.189906421927,667,3333,4375,339875,10.360421489228658,47459,1110.5917739522536,374672,1788.3495937780244,0,,527783,647.5747002082295
k_packet,packet,1424,1000000,50000,0.00001,150000,false,12,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,999989,11,0,0,0,605702,999989,1000000,10,0.000011,0.000011,1452,949990,1093.7653291087274,667,3292,4167,206333,10.620194013157729,49999,1090.182923658473,374672,1784.5991240338217,0,,575318,643.8644401878613
k_packet,packet,1424,1000000,50000,0.00001,150000,false,16,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,999989,11,0,0,0,605702,999989,1000000,10,0.000011,0.000011,1452,949990,1093.4201549489994,667,3292,4125,1667417,10.623546627912495,49999,1088.8552371047422,374672,1780.3587564589827,0,,575318,646.0559846902061
k_packet,packet,1424,1000000,50000,0.00001,150000,false,24,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,999989,11,0,0,0,605702,999989,1000000,10,0.000011,0.000011,1452,949990,1096.2168285981957,667,3292,4166,1615000,10.59644378462438,49999,1086.2623652473048,374672,1789.432773198958,0,,575318,644.7645806319288
k_packet,packet,1424,1000000,50000,0.00001,150000,false,32,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,999991,9,0,0,0,605704,999991,1000000,10,0.000009,0.000009,1452,949992,1094.9747692612148,667,3292,4291,468583,10.608463615867036,49999,1085.4939098781977,374672,1786.5554831959687,0,,575320,644.589020023639
k_packet,packet,1424,1000000,50000,0.00001,150000,false,40,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,999999,1,0,0,0,605712,999999,1000000,10,0.000001,0.000001,1452,949999,1093.5142658044904,667,3292,4125,33666,10.62263233617185,50000,1086.36804,374672,1783.444548832045,0,,575327,644.2088116844856
k_packet,packet,1424,1000000,50000,0.00001,150000,false,44,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,605713,1000000,1000000,10,0,0,1452,950000,1115.76592,667,3375,4250,1042333,10.410785803531263,50000,1113.50346,374672,1820.8892417901525,0,,575328,656.5670539240225
k_packet,packet,1424,1000000,50000,0.00001,150000,false,45,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,605713,1000000,1000000,10,0,0,1452,950000,1094.1958915789473,667,3292,4208,565458,10.616015001882223,50000,1085.83742,374672,1783.680120211812,0,,575328,645.1817033066355
k_packet,packet,1424,1000000,50000,0.00001,150000,false,48,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,605713,1000000,1000000,10,0,0,1452,950000,1095.6714357894737,667,3292,4542,731041,10.60171838068428,50000,1094.58334,374672,1788.142930349746,0,,575328,644.7118443739919
k_packet,packet,1424,1000000,50000,0.00001,150000,false,64,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,605713,1000000,1000000,10,0,0,1452,950000,1093.612117894737,667,3292,4167,154333,10.621681865012098,50000,1085.31588,374672,1784.3568988341804,0,,575328,643.7770176316814
k_packet,packet,1424,1000000,50000,0.00001,150000,false,128,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,605713,1000000,1000000,10,0,0,1452,950000,1101.9591294736842,667,3334,4583,1455750,10.541225794415817,50000,1092.01934,374672,1794.9882857539394,0,,575328,650.6363709049447
k_packet,packet,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,605713,1000000,1000000,10,0,0,1452,950000,1092.8948505263158,667,3292,4333,408041,10.628652879465918,50000,1085.95636,374672,1782.9097877610284,0,,575328,643.5350478335836
k_frame,frame,1424,1000000,50000,0.00001,150000,false,1,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,999302,698,0,0,0,999027,275,275,1,0.000698,0.000698,1452,949330,305.32569075031864,292,375,459,10000,38.04462039029343,49972,305.7308692868006,261,1192.6053639846743,949069,305.081683207438,0,
k_frame,frame,1424,1000000,50000,0.00001,150000,false,2,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999725,1117,275,1,0,0,1452,950000,304.7277221052632,292,375,625,12917,38.11927552816295,50000,303.27294,261,1201.521072796935,949069,304.3373695695466,670,508.3223880597015
k_frame,frame,1424,1000000,50000,0.00001,150000,false,3,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999725,1117,275,1,0,0,1452,950000,306.4133978947368,292,375,666,14292,37.90956948948584,50000,309.37838,261,1198.2567049808429,949069,306.0203346648136,670,515.776119402985
k_frame,frame,1424,1000000,50000,0.00001,150000,false,4,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999725,1117,275,1,0,0,1452,950000,304.7344884210526,292,375,625,12792,38.118429128868854,50000,304.53942,261,1190.1226053639846,949069,304.3459811668066,670,510.15820895522387
k_frame,frame,1424,1000000,50000,0.00001,150000,false,8,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999725,1117,275,1,0,0,1452,950000,305.29169894736845,292,375,625,19167,38.04885635623709,50000,307.02592,261,1184.2413793103449,949069,304.9058435161195,670,509.4671641791045
k_frame,frame,1424,1000000,50000,0.00001,150000,false,16,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999725,1117,275,1,0,0,1452,950000,304.7249842105263,292,375,625,7750,38.11961802244222,50000,304.18606,261,1190.015325670498,949069,304.33632222736173,670,510.40597014925373
k_frame,frame,1424,1000000,50000,0.00001,150000,false,32,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999725,1117,275,1,0,0,1452,950000,305.29617368421054,292,375,666,12667,38.048298672800435,50000,304.46828,261,1222.5057471264367,949069,304.8967398576921,670,513.8014925373134
k_frame,frame,1424,1000000,50000,0.00001,150000,false,64,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999725,1117,275,1,0,0,1452,950000,304.84801263157897,292,375,625,13458,38.10423397458195,50000,304.86708,261,1218.4022988505747,949069,304.45194711870266,670,510.00597014925376
k_frame,frame,1424,1000000,50000,0.00001,150000,false,128,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999725,1117,275,1,0,0,1452,950000,304.4494252631579,292,375,625,7875,38.15412031065404,50000,304.10788,261,1197.1877394636015,949069,304.0571328322809,670,512.3716417910448
k_frame,frame,1424,1000000,50000,0.00001,150000,false,256,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999725,1117,275,1,0,0,1452,950000,305.0872452631579,292,375,625,15292,38.07435473082604,50000,304.89716,261,1201.9233716475096,949069,304.69681129612286,670,508.7805970149254
k_frame,frame,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999725,1117,275,1,0,0,1452,950000,316.88952210526315,292,458,750,1721750,36.65630823900022,50000,353.73868,261,1258.7777777777778,949069,316.48175211707473,670,527.5895522388059
n_sweep,every2,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,669177,911885,500000,5,0,0,1452,950000,854.6497231578948,667,2000,2708,431333,13.59153309858847,50000,850.61194,314358,1358.8099014499392,103950,537.4176430976431,531692,618.5910451915771
n_sweep,every4,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,769237,749332,250000,3,0,0,1452,950000,684.7140547368421,625,1542,1625,24750,16.964745968978843,50000,701.7664,219229,1173.1716424378162,285848,498.5697818420979,444923,563.6254610348308
n_sweep,every8,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,875057,496288,125000,2,0,0,1452,950000,541.676667368421,375,1167,1333,37250,21.444527150177922,50000,549.17262,118696,1153.9979696030196,542144,419.61394020776766,289160,519.1821517498962
n_sweep,every16,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,937500,254445,62500,1,0,0,1452,950000,427.94550736842103,333,1167,1209,15000,27.143642823663786,50000,432.40078,59374,1159.7551958769832,745259,351.8727918750394,145367,519.0487662261723
n_sweep,every32,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,968750,127346,31250,1,0,0,1452,950000,367.9880189473684,292,1167,1209,21209,31.566245100119364,50000,369.21504,29687,1168.3524438306329,847600,326.981832232185,72713,519.2185441392874
n_sweep,every41,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,975609,99389,24391,1,0,0,1452,950000,354.72852210526315,292,1167,1209,16042,32.74616862230502,50000,355.4679,23171,1169.0579603815113,869647,322.29852917333125,57182,517.9585359029065
n_sweep,every64,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,984375,63751,15625,1,0,0,1452,950000,338.0456757894737,292,1166,1209,50583,34.36222035046575,50000,337.99668,14843,1174.8809539850436,898756,316.87079585560485,36401,519.6314661685119
n_sweep,every128,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,992187,31797,7813,1,0,0,1452,950000,323.13111789473686,292,667,1208,12541,35.94825554307656,50000,325.91426,7422,1173.1976556184318,924400,312.4244515361315,18178,520.515238200022
n_sweep,every256,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,996093,15945,3907,1,0,0,1452,950000,315.0037063157895,292,666,1208,10083,36.87575659301933,50000,316.91684,3711,1184.8736189706278,937227,309.5739132568737,9062,520.3514676671816
n_sweep,every512,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,998046,7916,1954,1,0,0,1452,950000,312.2994052631579,292,458,1167,20375,37.19507563650921,50000,365.87352,1856,1196.6821120689656,943609,309.55004456294927,4535,522.4222712238147
n_sweep,every1024,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999023,3905,977,1,0,0,1452,950000,311.18319684210525,292,375,1125,12666,37.328493690788754,50000,311.0426,928,1252.030172413793,946820,309.76549396928664,2252,519.5328596802842
n_sweep,every1820,1424,1000000,50000,0.00001,150000,false,512,4096,512,1,50000,3640,4578.754578754579,1000000,0,11,10,999989,11,999979,605713,2,9,10,41,267239,9,1000000,0,0,0,0,999450,2236,550,1,0,0,1452,950000,310.06351789473683,292,375,667,16833,37.46329164704731,50000,312.5163,522,1244.155172413793,948178,309.2629200424393,1300,518.92
